# uart-data-probe-r01-b2026-09-13-21-30-31Z (experimental)
repeat,route,direction,pattern,length,send_ticks,reply_ticks,elapsed_us,expected_bytes,actual_bytes,errors,status
0,0,duplex-forward,3,257,0,10,86830,257,257,0,0
0,0,duplex-reverse,3,256,0,10,85018,2048,2048,0,0
0,0,duplex-forward,3,4096,14,10,120771,4096,4096,0,0
0,0,duplex-reverse,3,256,14,10,84951,2048,2048,0,0
0,0,duplex-forward,3,65535,82,10,672876,65535,65535,0,0
0,0,duplex-reverse,3,256,82,10,84941,2048,2048,0,0
1,0,duplex-forward,3,257,2,10,86778,257,257,0,0
1,0,duplex-reverse,3,256,2,10,84994,2048,2048,0,0
1,0,duplex-forward,3,4096,14,10,120849,4096,4096,0,0
1,0,duplex-reverse,3,256,14,10,85003,2048,2048,0,0
1,0,duplex-forward,3,65535,80,10,672609,65535,65535,0,0
1,0,duplex-reverse,3,256,80,10,85043,2048,2048,0,0
2,0,duplex-forward,3,257,0,10,86949,257,257,0,0
2,0,duplex-reverse,3,256,0,10,85067,2048,2048,0,0
2,0,duplex-forward,3,4096,16,12,120868,4096,4096,0,0
2,0,duplex-reverse,3,256,16,12,84998,2048,2048,0,0
2,0,duplex-forward,3,65535,80,10,670858,65535,65535,0,0
2,0,duplex-reverse,3,256,80,10,83190,2048,2048,0,0
0,1,duplex-forward,3,257,0,10,91980,257,257,0,0
0,1,duplex-reverse,3,256,0,10,610,2048,2048,0,0
0,1,duplex-forward,3,4096,12,10,111048,4096,4096,0,0
0,1,duplex-reverse,3,256,12,10,600,2048,2048,0,0
0,1,duplex-forward,3,65535,80,12,664198,65535,65535,0,0
0,1,duplex-reverse,3,256,80,12,620,2048,2048,0,0
1,1,duplex-forward,3,257,2,12,91995,257,257,0,0
1,1,duplex-reverse,3,256,2,12,611,2048,2048,0,0
1,1,duplex-forward,3,4096,14,12,111048,4096,4096,0,0
1,1,duplex-reverse,3,256,14,12,596,2048,2048,0,0
1,1,duplex-forward,3,65535,80,12,664070,65535,65535,0,0
1,1,duplex-reverse,3,256,80,12,598,2048,2048,0,0
2,1,duplex-forward,3,257,2,12,91997,257,257,0,0
2,1,duplex-reverse,3,256,2,12,599,2048,2048,0,0
2,1,duplex-forward,3,4096,14,12,111025,4096,4096,0,0
2,1,duplex-reverse,3,256,14,12,603,2048,2048,0,0
2,1,duplex-forward,3,65535,78,10,664055,65535,65535,0,0
2,1,duplex-reverse,3,256,78,10,595,2048,2048,0,0
# terminal,status=0,saved=36,recovery=0
