# uart-data-probe-r01-b2026-09-13-21-30-31Z (experimental)
repeat,route,direction,pattern,length,send_ticks,reply_ticks,elapsed_us,expected_bytes,actual_bytes,errors,status
0,0,forward,0,0,0,0,431,0,0,0,0
0,0,forward,0,1,0,0,761,1,1,0,0
0,0,forward,0,63,0,0,1162,63,63,0,0
0,0,forward,0,64,0,0,1165,64,64,0,0
0,0,forward,0,65,0,0,1245,65,65,0,0
0,0,forward,0,255,0,0,2783,255,255,0,0
0,0,forward,0,256,0,2,2839,256,256,0,0
0,0,forward,0,257,0,0,2816,257,257,0,0
0,0,forward,0,4095,6,0,37394,4095,4095,0,0
0,0,forward,0,4096,4,0,37370,4096,4096,0,0
0,0,forward,0,4097,4,0,37399,4097,4097,0,0
0,0,forward,0,32768,34,2,295844,32768,32768,0,0
0,0,forward,0,65535,72,0,591162,65535,65535,0,0
0,0,forward,1,0,0,0,524,0,0,0,0
0,0,forward,1,1,0,0,766,1,1,0,0
0,0,forward,1,63,0,0,1136,63,63,0,0
0,0,forward,1,64,0,0,1161,64,64,0,0
0,0,forward,1,65,0,2,1223,65,65,0,0
0,0,forward,1,255,0,0,2771,255,255,0,0
0,0,forward,1,256,0,0,2773,256,256,0,0
0,0,forward,1,257,0,2,2794,257,257,0,0
0,0,forward,1,4095,6,0,36939,4095,4095,0,0
0,0,forward,1,4096,4,0,36978,4096,4096,0,0
0,0,forward,1,4097,4,0,37003,4097,4097,0,0
0,0,forward,1,32768,36,0,292260,32768,32768,0,0
0,0,forward,1,65535,70,2,583837,65535,65535,0,0
0,0,forward,2,0,0,0,501,0,0,0,0
0,0,forward,2,1,0,0,786,1,1,0,0
0,0,forward,2,63,0,0,1245,63,63,0,0
0,0,forward,2,64,0,0,1158,64,64,0,0
0,0,forward,2,65,0,0,1144,65,65,0,0
0,0,forward,2,255,0,0,2776,255,255,0,0
0,0,forward,2,256,0,0,2807,256,256,0,0
0,0,forward,2,257,0,0,2821,257,257,0,0
0,0,forward,2,4095,6,0,37338,4095,4095,0,0
0,0,forward,2,4096,4,0,37275,4096,4096,0,0
0,0,forward,2,4097,4,0,37309,4097,4097,0,0
0,0,forward,2,32768,34,2,295038,32768,32768,0,0
0,0,forward,2,65535,70,2,589256,65535,65535,0,0
0,0,forward,3,0,0,0,521,0,0,0,0
0,0,forward,3,1,0,0,752,1,1,0,0
0,0,forward,3,63,0,0,1242,63,63,0,0
0,0,forward,3,64,0,0,1159,64,64,0,0
0,0,forward,3,65,0,0,1229,65,65,0,0
