direction,route,pattern,length,forward_context_length,samples,metric,median_ms,min_ms,max_ms,sample_stdev_ms,range_percent,material_reduction_ms
forward,1,1,256,256,6,elapsed_us,11.027000000000001,10.931000000000001,11.029,0.04762632325370778,0.8887276684501678,0.5513500000000001
forward,1,1,256,256,6,send_ticks,0.0,0.0,16.666666666666668,8.606629658238706,,
forward,1,1,256,256,6,reply_ticks,0.0,0.0,16.666666666666668,6.804138174397718,,
forward,1,1,257,257,6,elapsed_us,11.028500000000001,11.025,11.029,0.0016020819787597221,0.03626966495896994,0.551425
forward,1,1,257,257,6,send_ticks,8.333333333333334,0.0,16.666666666666668,9.128709291752768,200.0,33.333333333333336
forward,1,1,257,257,6,reply_ticks,0.0,0.0,0.0,0.0,,
forward,1,1,4095,4095,6,elapsed_us,134.034,134.032,134.035,0.001224744871391589,0.002238238058999955,6.7017
forward,1,1,4095,4095,6,send_ticks,133.33333333333334,133.33333333333334,133.33333333333334,0.0,0.0,33.333333333333336
forward,1,1,4095,4095,6,reply_ticks,0.0,0.0,0.0,0.0,,
forward,1,1,4096,4096,6,elapsed_us,134.028,134.02700000000002,134.059,0.012759310326189266,0.023875608081893335,6.7014
forward,1,1,4096,4096,6,send_ticks,133.33333333333334,133.33333333333334,133.33333333333334,0.0,0.0,33.333333333333336
forward,1,1,4096,4096,6,reply_ticks,0.0,0.0,0.0,0.0,,
forward,1,1,4097,4097,6,elapsed_us,134.02700000000002,134.026,134.029,0.0013662601021279463,0.002238354958329292,6.7013500000000015
forward,1,1,4097,4097,6,send_ticks,133.33333333333334,133.33333333333334,133.33333333333334,0.0,0.0,33.333333333333336
forward,1,1,4097,4097,6,reply_ticks,0.0,0.0,0.0,0.0,,
forward,1,1,32768,32768,6,elapsed_us,1052.0355,1052.032,1052.089,0.022446974554862994,0.005418068116522684,52.601775
forward,1,1,32768,32768,6,send_ticks,1050.0,1050.0,1050.0,0.0,0.0,52.5
forward,1,1,32768,32768,6,reply_ticks,0.0,0.0,0.0,0.0,,
forward,1,1,65535,65535,6,elapsed_us,2101.0825,2101.049,2101.147,0.04296820529957781,0.00466426235047886,105.054125
forward,1,1,65535,65535,6,send_ticks,2100.0,2100.0,2100.0,0.0,0.0,105.0
forward,1,1,65535,65535,6,reply_ticks,0.0,0.0,16.666666666666668,8.606629658238706,,
forward,1,2,0,0,6,elapsed_us,1.871,1.853,1.8940000000000001,0.01717847490320372,2.1913415285943345,0.09355000000000001
forward,1,2,0,0,6,send_ticks,0.0,0.0,0.0,0.0,,
forward,1,2,0,0,6,reply_ticks,0.0,0.0,16.666666666666668,6.804138174397718,,
forward,1,2,1,1,6,elapsed_us,2.101,2.093,2.105,0.004535048695071164,0.5711565920990005,0.10505
forward,1,2,1,1,6,send_ticks,0.0,0.0,0.0,0.0,,
forward,1,2,1,1,6,reply_ticks,0.0,0.0,0.0,0.0,,
forward,1,2,63,63,6,elapsed_us,4.158,4.148,4.163,0.006524313501562189,0.36075036075036077,0.20790000000000003
forward,1,2,63,63,6,send_ticks,0.0,0.0,16.666666666666668,6.804138174397718,,
forward,1,2,63,63,6,reply_ticks,0.0,0.0,0.0,0.0,,
forward,1,2,64,64,6,elapsed_us,4.191,4.1850000000000005,4.197,0.004718756898449704,0.2863278453829635,0.20955000000000001
forward,1,2,64,64,6,send_ticks,0.0,0.0,16.666666666666668,6.804138174397718,,
forward,1,2,64,64,6,reply_ticks,0.0,0.0,16.666666666666668,6.804138174397718,,
forward,1,2,65,65,6,elapsed_us,5.0145,4.916,5.015,0.04017959681231259,1.9742746036494168,0.25072500000000003
forward,1,2,65,65,6,send_ticks,0.0,0.0,16.666666666666668,6.804138174397718,,
forward,1,2,65,65,6,reply_ticks,0.0,0.0,16.666666666666668,8.606629658238706,,
forward,1,2,255,255,6,elapsed_us,11.0085,10.965,11.039,0.03540433118513421,0.6722078393968297,0.550425
forward,1,2,255,255,6,send_ticks,8.333333333333334,0.0,16.666666666666668,9.128709291752768,200.0,33.333333333333336
forward,1,2,255,255,6,reply_ticks,0.0,0.0,0.0,0.0,,
forward,1,2,256,256,6,elapsed_us,11.027000000000001,10.942,11.029,0.04018291510911903,0.7889725219914755,0.5513500000000001
forward,1,2,256,256,6,send_ticks,8.333333333333334,0.0,16.666666666666668,9.128709291752768,200.0,33.333333333333336
forward,1,2,256,256,6,reply_ticks,0.0,0.0,0.0,0.0,,
forward,1,2,257,257,6,elapsed_us,11.027000000000001,10.891,11.028,0.06135063161859053,1.2424050058946223,0.5513500000000001
forward,1,2,257,257,6,send_ticks,8.333333333333334,0.0,16.666666666666668,9.128709291752768,200.0,33.333333333333336
forward,1,2,257,257,6,reply_ticks,0.0,0.0,16.666666666666668,6.804138174397718,,
forward,1,2,4095,4095,6,elapsed_us,134.03300000000002,134.03300000000002,134.034,0.00040824829046386303,0.0007460849193855245,6.701650000000001
forward,1,2,4095,4095,6,send_ticks,133.33333333333334,133.33333333333334,133.33333333333334,0.0,0.0,33.333333333333336
forward,1,2,4095,4095,6,reply_ticks,0.0,0.0,0.0,0.0,,
forward,1,2,4096,4096,6,elapsed_us,134.029,134.02700000000002,134.041,0.005192943930629973,0.010445500600616284,6.70145
forward,1,2,4096,4096,6,send_ticks,133.33333333333334,133.33333333333334,133.33333333333334,0.0,0.0,33.333333333333336
forward,1,2,4096,4096,6,reply_ticks,0.0,0.0,16.666666666666668,6.804138174397718,,
forward,1,2,4097,4097,6,elapsed_us,134.0275,133.974,134.03,0.022090722034374524,0.041782470015481896,6.7013750000000005
forward,1,2,4097,4097,6,send_ticks,133.33333333333334,133.33333333333334,133.33333333333334,0.0,0.0,33.333333333333336
forward,1,2,4097,4097,6,reply_ticks,0.0,0.0,0.0,0.0,,
forward,1,2,32768,32768,6,elapsed_us,1052.036,1052.034,1052.1100000000001,0.030244007670942027,0.007224087388644495,52.601800000000004
forward,1,2,32768,32768,6,send_ticks,1050.0,1033.3333333333335,1050.0,6.804138174397718,1.5873015873015872,52.5
forward,1,2,32768,32768,6,reply_ticks,0.0,0.0,16.666666666666668,6.804138174397718,,
forward,1,2,65535,65535,6,elapsed_us,2101.092,2101.035,2101.1440000000002,0.05149142323403643,0.005187778545632462,105.05460000000001
forward,1,2,65535,65535,6,send_ticks,2100.0,2083.3333333333335,2100.0,6.804138174397718,0.7936507936507936,105.0
forward,1,2,65535,65535,6,reply_ticks,0.0,0.0,16.666666666666668,6.804138174397718,,
forward,1,3,0,0,6,elapsed_us,1.868,1.855,1.883,0.011129540272026813,1.4989293361884368,0.09340000000000001
forward,1,3,0,0,6,send_ticks,0.0,0.0,0.0,0.0,,
forward,1,3,0,0,6,reply_ticks,0.0,0.0,16.666666666666668,6.804138174397718,,
forward,1,3,1,1,6,elapsed_us,2.1,2.097,2.104,0.0024221202832779933,0.3333333333333333,0.10500000000000001
forward,1,3,1,1,6,send_ticks,0.0,0.0,0.0,0.0,,
forward,1,3,1,1,6,reply_ticks,0.0,0.0,0.0,0.0,,
forward,1,3,63,63,6,elapsed_us,4.1615,4.1530000000000005,4.165,0.004262237284181474,0.2883575633785895,0.208075
forward,1,3,63,63,6,send_ticks,0.0,0.0,16.666666666666668,6.804138174397718,,
forward,1,3,63,63,6,reply_ticks,0.0,0.0,0.0,0.0,,
forward,1,3,64,64,6,elapsed_us,4.186,4.131,4.202,0.030447769485902686,1.6961299569995223,0.2093
forward,1,3,64,64,6,send_ticks,0.0,0.0,16.666666666666668,6.804138174397718,,
forward,1,3,64,64,6,reply_ticks,0.0,0.0,16.666666666666668,6.804138174397718,,
forward,1,3,65,65,6,elapsed_us,5.0155,5.015,5.029,0.005513619500836089,0.2791346824842987,0.250775
forward,1,3,65,65,6,send_ticks,0.0,0.0,16.666666666666668,8.606629658238706,,
forward,1,3,65,65,6,reply_ticks,0.0,0.0,16.666666666666668,6.804138174397718,,
forward,1,3,255,255,6,elapsed_us,10.953,10.926,10.954,0.011057425860780921,0.25563772482424907,0.54765
forward,1,3,255,255,6,send_ticks,8.333333333333334,0.0,16.666666666666668,9.128709291752768,200.0,33.333333333333336
forward,1,3,255,255,6,reply_ticks,0.0,0.0,16.666666666666668,6.804138174397718,,
forward,1,3,256,256,6,elapsed_us,11.016,10.855,11.03,0.08590556831001507,1.5885984023238926,0.5508000000000001
forward,1,3,256,256,6,send_ticks,8.333333333333334,0.0,16.666666666666668,9.128709291752768,200.0,33.333333333333336
forward,1,3,256,256,6,reply_ticks,0.0,0.0,0.0,0.0,,
forward,1,3,257,257,6,elapsed_us,10.966000000000001,10.936,11.027000000000001,0.04104469108991645,0.8298376801021339,0.5483000000000001
forward,1,3,257,257,6,send_ticks,0.0,0.0,16.666666666666668,8.606629658238706,,
forward,1,3,257,257,6,reply_ticks,0.0,0.0,16.666666666666668,8.606629658238706,,
forward,1,3,4095,4095,6,elapsed_us,133.906,133.865,134.029,0.071670542530852,0.1224739742804654,6.6953000000000005
forward,1,3,4095,4095,6,send_ticks,133.33333333333334,133.33333333333334,133.33333333333334,0.0,0.0,33.333333333333336
forward,1,3,4095,4095,6,reply_ticks,0.0,0.0,0.0,0.0,,
forward,1,3,4096,4096,6,elapsed_us,134.034,134.03300000000002,134.037,0.0014719601443879745,0.0029843174119999405,6.7017
forward,1,3,4096,4096,6,send_ticks,133.33333333333334,116.66666666666667,133.33333333333334,6.804138174397718,12.5,33.33333333333334
forward,1,3,4096,4096,6,reply_ticks,0.0,0.0,16.666666666666668,6.804138174397718,,
forward,1,3,4097,4097,6,elapsed_us,134.031,134.028,134.059,0.014042791745233566,0.023128977624579387,6.701550000000001
forward,1,3,4097,4097,6,send_ticks,133.33333333333334,116.66666666666667,133.33333333333334,8.606629658238706,12.5,33.33333333333334
forward,1,3,4097,4097,6,reply_ticks,0.0,0.0,16.666666666666668,8.606629658238706,,
forward,1,3,32768,32768,6,elapsed_us,1052.0305,1051.963,1052.0910000000001,0.040883574533871994,0.012166947631271147,52.60152500000001
forward,1,3,32768,32768,6,send_ticks,1050.0,1050.0,1050.0,0.0,0.0,52.5
forward,1,3,32768,32768,6,reply_ticks,0.0,0.0,0.0,0.0,,
forward,1,3,65535,65535,6,elapsed_us,2101.076,2101.025,2101.148,0.05148462553682086,0.005854143305620549,105.05380000000001
forward,1,3,65535,65535,6,send_ticks,2100.0,2100.0,2100.0,0.0,0.0,105.0
forward,1,3,65535,65535,6,reply_ticks,8.333333333333334,0.0,16.666666666666668,9.128709291752768,200.0,33.333333333333336
reverse,0,3,1,1,6,elapsed_us,0.3245,0.31,0.394,0.036390474944230485,25.88597842835131,0.16800000000000004
reverse,0,3,1,1,6,send_ticks,0.0,0.0,0.0,0.0,,
reverse,0,3,1,1,6,reply_ticks,0.0,0.0,0.0,0.0,,
reverse,0,3,8,8,6,elapsed_us,2.6945,2.6,2.706,0.04035674251803119,3.93393950640193,0.21199999999999974
reverse,0,3,8,8,6,send_ticks,0.0,0.0,0.0,0.0,,
reverse,0,3,8,8,6,reply_ticks,0.0,0.0,16.666666666666668,6.804138174397718,,
reverse,0,3,64,64,6,elapsed_us,21.276500000000002,21.203,21.338,0.04386076454721995,0.6345028552628487,1.0638250000000002
reverse,0,3,64,64,6,send_ticks,0.0,0.0,0.0,0.0,,
reverse,0,3,64,64,6,reply_ticks,16.666666666666668,16.666666666666668,33.333333333333336,8.606629658238706,100.0,33.333333333333336
reverse,0,3,256,256,6,elapsed_us,84.96300000000001,84.893,85.024,0.04506883623969006,0.15418476277909207,4.248150000000001
reverse,0,3,256,256,6,send_ticks,0.0,0.0,0.0,0.0,,
reverse,0,3,256,256,6,reply_ticks,83.33333333333334,83.33333333333334,100.0,8.606629658238706,20.0,33.333333333333336
reverse,1,3,1,1,6,elapsed_us,0.004,0.003,0.016,0.005419102016632153,325.0,0.026000000000000002
reverse,1,3,1,1,6,send_ticks,0.0,0.0,0.0,0.0,,
reverse,1,3,1,1,6,reply_ticks,0.0,0.0,16.666666666666668,6.804138174397718,,
reverse,1,3,8,8,6,elapsed_us,0.02,0.019,0.024,0.0017511900715418264,25.0,0.010000000000000002
reverse,1,3,8,8,6,send_ticks,0.0,0.0,0.0,0.0,,
reverse,1,3,8,8,6,reply_ticks,0.0,0.0,16.666666666666668,8.606629658238706,,
reverse,1,3,64,64,6,elapsed_us,0.1475,0.14300000000000002,0.148,0.0019407902170679517,3.389830508474576,0.009999999999999953
reverse,1,3,64,64,6,send_ticks,0.0,0.0,0.0,0.0,,
reverse,1,3,64,64,6,reply_ticks,33.333333333333336,16.666666666666668,33.333333333333336,8.606629658238706,50.0,33.333333333333336
reverse,1,3,256,256,6,elapsed_us,0.5925,0.587,0.598,0.004262237284181474,1.8565400843881856,0.029625000000000002
reverse,1,3,256,256,6,send_ticks,0.0,0.0,0.0,0.0,,
reverse,1,3,256,256,6,reply_ticks,116.66666666666667,100.0,116.66666666666667,8.606629658238706,14.285714285714286,33.33333333333334
