# uart-data-probe-r01-b2026-09-13-21-30-31Z (experimental)
repeat,route,direction,pattern,length,send_ticks,reply_ticks,elapsed_us,expected_bytes,actual_bytes,errors,status
0,0,duplex-forward,3,257,0,10,86829,257,257,0,0
0,0,duplex-reverse,3,256,0,10,85036,2048,2048,0,0
0,0,duplex-forward,3,4096,14,10,120803,4096,4096,0,0
0,0,duplex-reverse,3,256,14,10,85023,2048,2048,0,0
0,0,duplex-forward,3,65535,80,10,673340,65535,65535,0,0
0,0,duplex-reverse,3,256,80,10,85058,2048,2048,0,0
1,0,duplex-forward,3,257,2,10,86783,257,257,0,0
1,0,duplex-reverse,3,256,2,10,84960,2048,2048,0,0
1,0,duplex-forward,3,4096,14,10,120798,4096,4096,0,0
1,0,duplex-reverse,3,256,14,10,84962,2048,2048,0,0
1,0,duplex-forward,3,65535,82,12,672559,65535,65535,0,0
1,0,duplex-reverse,3,256,82,12,85034,2048,2048,0,0
2,0,duplex-forward,3,257,0,10,86814,257,257,0,0
2,0,duplex-reverse,3,256,0,10,84949,2048,2048,0,0
2,0,duplex-forward,3,4096,16,12,120889,4096,4096,0,0
2,0,duplex-reverse,3,256,16,12,85027,2048,2048,0,0
2,0,duplex-forward,3,65535,80,10,673091,65535,65535,0,0
2,0,duplex-reverse,3,256,80,10,84962,2048,2048,0,0
0,1,duplex-forward,3,257,10,14,111993,257,257,0,0
0,1,duplex-reverse,3,256,10,14,609,2048,2048,0,0
0,1,duplex-forward,3,4096,20,14,173057,4096,4096,0,0
0,1,duplex-reverse,3,256,20,14,603,2048,2048,0,0
0,1,duplex-forward,3,65535,140,12,1174083,65535,65535,0,0
0,1,duplex-reverse,3,256,140,12,598,2048,2048,0,0
1,1,duplex-forward,3,257,8,12,111945,257,257,0,0
1,1,duplex-reverse,3,256,8,12,602,2048,2048,0,0
1,1,duplex-forward,3,4096,20,14,173055,4096,4096,0,0
1,1,duplex-reverse,3,256,20,14,603,2048,2048,0,0
1,1,duplex-forward,3,65535,140,14,1174060,65535,65535,0,0
1,1,duplex-reverse,3,256,140,14,586,2048,2048,0,0
2,1,duplex-forward,3,257,8,12,112011,257,257,0,0
2,1,duplex-reverse,3,256,8,12,604,2048,2048,0,0
2,1,duplex-forward,3,4096,22,14,173055,4096,4096,0,0
2,1,duplex-reverse,3,256,22,14,602,2048,2048,0,0
2,1,duplex-forward,3,65535,140,14,1174053,65535,65535,0,0
2,1,duplex-reverse,3,256,140,14,609,2048,2048,0,0
# terminal,status=0,saved=36,recovery=0
