# integ014-dual-uart-r01-b2026-09-14-06-31-10Z; ROM agon-emos-v0.1.17-b2026-09-14-05-58-35Z
repeat,load,kind,length,total_ticks,send_ticks,reply_ticks,endpoint_us,uart0_irqs,uart1_irqs,uart0_bytes,queries,uart0_errors,uart1_errors,status,restored
0,0,1,256,12,0,12,608,0,1540,0,0,0,0,0,0
0,0,0,4096,12,12,12,89874,0,12,0,0,0,0,0,0
0,0,0,65535,170,170,170,1409961,0,12,0,0,0,0,0,0
0,1,1,256,1800,0,12,621,0,1540,0,6,1,0,2,0
# terminal,status=2,saved=4,failures=1,recovery=0
